Dataset Reg ID,Dataset Name,Dataset Schema Version,Virtual Folder Name,Datasource URI,Attribute Name,Attribute Value Sequence,Attribute Category Value,Frequency_Count
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,mthy_rpt_per,16,42022,190
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,mthy_rpt_per,17,62022,189
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,mthy_rpt_per,18,52022,189
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,mthy_rpt_per,19,22022,166
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,mthy_rpt_per,20,12022,166
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,num_brwr,1,1,4860
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,num_brwr,2,2,4597
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,num_brwr,3,3,42
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,num_brwr,4,95,1
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,num_unit,1,1,9419
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,num_unit,2,2,75
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,num_unit,3,4,5
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,num_unit,4,,1
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,occ_status,1,P,8849
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,occ_status,2,I,450
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,occ_status,3,S,200
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,occ_status,4,1,1
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,ocltv,1,95,1310
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,ocltv,2,80,1182
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,ocltv,3,90,874
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,ocltv,4,97,537
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,ocltv,5,85,467
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,ocltv,6,75,444
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,ocltv,7,70,317
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,ocltv,8,89,170
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,ocltv,9,69,167
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,ocltv,10,83,158
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,ocltv,11,72,156
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,ocltv,12,60,150
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,ocltv,13,64,147
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,ocltv,14,68,127
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,ocltv,15,55,118
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,ocltv,16,71,117
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,ocltv,17,58,116
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,ocltv,18,63,105
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,ocltv,19,93,102
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,ocltv,20,65,101
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,oltv,1,95,1276
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,oltv,2,80,1192
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,oltv,3,90,883
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,oltv,4,97,534
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,oltv,5,85,467
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,oltv,6,75,444
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,oltv,7,70,329
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,oltv,8,69,184
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,oltv,9,89,170
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,oltv,10,60,168
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,oltv,11,83,158
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,oltv,12,72,156
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,oltv,13,64,129
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,oltv,14,71,123
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,oltv,15,58,116
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,oltv,16,63,105
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,oltv,17,93,102
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,oltv,18,65,101
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,oltv,19,31,100
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,oltv,20,57,100
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_dt,1,92019,397
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_dt,2,62019,375
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_dt,3,92021,339
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_dt,4,32023,319
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_dt,5,122022,318
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_dt,6,62021,311
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_dt,7,62023,303
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_dt,8,92020,303
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_dt,9,12021,288
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_dt,10,122020,286
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_dt,11,62022,280
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_dt,12,52019,271
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_dt,13,122019,267
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_dt,14,92022,265
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_dt,15,122021,248
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_dt,16,72020,247
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_dt,17,42022,229
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_dt,18,32020,227
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_dt,19,102020,227
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_dt,20,112020,223
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_int_rate,1,3.375,469
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_int_rate,2,2.875,432
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_int_rate,3,3.125,396
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_int_rate,4,3,385
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_int_rate,5,4.25,353
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_int_rate,6,3.75,339
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_int_rate,7,3.625,335
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_int_rate,8,3.5,329
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_int_rate,9,2.625,328
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_int_rate,10,3.25,327
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_int_rate,11,2.99,274
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_int_rate,12,3.99,254
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_int_rate,13,4.125,240
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_int_rate,14,6.625,236
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_int_rate,15,2.75,234
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_int_rate,16,4.875,231
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_int_rate,17,5.25,225
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_int_rate,18,4.5,197
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_int_rate,19,4,176
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_int_rate,20,5.125,168
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_term,1,360,8035
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_term,2,180,1043
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_term,3,240,185
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_term,4,120,88
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_term,5,348,39
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_term,6,264,39
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_term,7,300,29
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_term,8,294,21
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_term,9,324,20
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_term,10,0,1
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_upb,1,350000,129
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_upb,2,222000,126
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_upb,3,400000,120
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_upb,4,234000,99
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_upb,5,250000,93
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_upb,6,225000,88
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_upb,7,333000,87
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_upb,8,170000,87
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_upb,9,214000,87
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_upb,10,242000,86
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_upb,11,179000,86
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_upb,12,150000,84
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_upb,13,395000,84
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_upb,14,575000,82
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_upb,15,342000,82
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_upb,16,111000,81
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_upb,17,98000,81
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_upb,18,445000,81
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_upb,19,118000,79
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,orig_upb,20,154000,76
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,pay_hist,1,0,1309
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,pay_hist,2,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,620
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,pay_hist,3,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,613
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,pay_hist,4,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,607
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,pay_hist,5,,509
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,pay_hist,6,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00000000,441
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,pay_hist,7,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000000000,429
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,pay_hist,8,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000000000,425
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,pay_hist,9,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00000000000000,335
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,pay_hist,10,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000000000000000,327
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,pay_hist,11,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000000000000000,322
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,pay_hist,12,XXXXXXXXXXXXXXXXXXXXXXXXXX0000000000000000000000,269
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,pay_hist,13,XXXXXXXXXXXXXXXXXXXXXXXXXXXX00000000000000000000,267
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,pay_hist,14,XXXXXXXXXXXXXXXXXXXXXXXX000000000000000000000000,264
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,pay_hist,15,XXXXXXXXXXXXXXXXXXXXXX00000000000000000000000000,221
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,pay_hist,16,XXXXXXXXXXXXXXXXXXXX0000000000000000000000000000,218
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,pay_hist,17,XXXXXXXXXXXXXXXXXX000000000000000000000000000000,214
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,pay_hist,18,XXXXXXXXXXXXXXXX00000000000000000000000000000000,179
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,pay_hist,19,XXXXXXXXXXXXXX0000000000000000000000000000000000,175
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,pay_hist,20,XXXXXXXXXXXX000000000000000000000000000000000000,171
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,prepay_penalty_ind,1,N,9499
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,prepay_penalty_ind,2,FRM,1
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,prop_state,1,CA,1392
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,prop_state,2,TX,810
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,prop_state,3,OH,697
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,prop_state,4,FL,668
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,prop_state,5,NY,631
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,prop_state,6,WA,423
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,prop_state,7,IL,410
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,prop_state,8,PA,327
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,prop_state,9,GA,307
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,prop_state,10,NJ,280
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,prop_state,11,NC,269
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,prop_state,12,NV,223
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,prop_state,13,MA,220
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,prop_state,14,CO,210
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,prop_state,15,MN,192
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,prop_state,16,AZ,189
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,prop_state,17,LA,183
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,prop_state,18,VA,179
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,prop_state,19,AL,168
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,prop_state,20,MI,152
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,prop_type,1,SF,5639
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,prop_type,2,PU,2759
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,prop_type,3,CO,1005
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,prop_type,4,MH,81
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,prop_type,5,CP,15
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,prop_type,8,P,1
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,ref_pool_id,1,,9500
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,removal_upb,1,,9397
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,removal_upb,2,261987.26,1
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,removal_upb,3,319756.98,1
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,removal_upb,4,323453.67,1
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,removal_upb,5,255000,1
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,removal_upb,6,757000,1
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,removal_upb,7,325000,1
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,removal_upb,8,300000,1
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,removal_upb,9,299744.28,1
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,removal_upb,10,319451.21,1
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,removal_upb,11,335639.62,1
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,removal_upb,12,246102.27,1
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,removal_upb,13,299000,1
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,removal_upb,14,337935.51,1
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,removal_upb,15,340767.06,1
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,removal_upb,16,295534.64,1
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,removal_upb,17,240207.35,1
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,removal_upb,18,295149.46,1
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,removal_upb,19,238533.09,1
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,removal_upb,20,279000,1
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,repurchase_date,1,,9499
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,repurchase_date,2,201303.8,1
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,rmng_mnth_legal_maturity,1,359,560
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,rmng_mnth_legal_maturity,2,358,532
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,rmng_mnth_legal_maturity,3,360,451
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,rmng_mnth_legal_maturity,4,357,445
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,rmng_mnth_legal_maturity,5,356,419
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,rmng_mnth_legal_maturity,6,355,401
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,rmng_mnth_legal_maturity,7,354,352
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,rmng_mnth_legal_maturity,8,353,328
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,rmng_mnth_legal_maturity,9,352,322
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,rmng_mnth_legal_maturity,10,351,285
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,rmng_mnth_legal_maturity,11,350,268
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,rmng_mnth_legal_maturity,12,349,249
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,rmng_mnth_legal_maturity,13,348,225
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,rmng_mnth_legal_maturity,14,347,212
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,rmng_mnth_legal_maturity,15,346,201
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,rmng_mnth_legal_maturity,16,345,182
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,rmng_mnth_legal_maturity,17,344,172
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,rmng_mnth_legal_maturity,18,343,156
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,rmng_mnth_legal_maturity,19,342,144
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,rmng_mnth_legal_maturity,20,341,141
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,rmng_mnth_maturity,1,359,523
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,rmng_mnth_maturity,2,358,492
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,rmng_mnth_maturity,3,360,434
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,rmng_mnth_maturity,4,357,414
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,rmng_mnth_maturity,5,356,403
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,rmng_mnth_maturity,6,355,375
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,rmng_mnth_maturity,7,354,347
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,rmng_mnth_maturity,8,353,312
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,rmng_mnth_maturity,9,352,293
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,rmng_mnth_maturity,10,351,290
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,rmng_mnth_maturity,11,350,277
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,rmng_mnth_maturity,12,349,245
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,rmng_mnth_maturity,13,348,231
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,rmng_mnth_maturity,14,346,202
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,rmng_mnth_maturity,15,347,192
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,rmng_mnth_maturity,16,345,178
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,rmng_mnth_maturity,17,344,163
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,rmng_mnth_maturity,18,343,147
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,rmng_mnth_maturity,19,342,141
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,rmng_mnth_maturity,20,340,136
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,seller_name,1,Other,4794
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,seller_name,2,Rocket Mortgage,633
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,seller_name,3,PennyMac Corp.,494
DSET000114,Single-Family Historical Loan Performance,1,Single_Family_S3,s3-us-east-2,seller_name,4,Wells Fargo Bank,485
